business_id,avg_rating,no_of_words,no_of_reviews,unique_no_of_food_entities,no_of_food_entities
eV25RVJvKcvPQqxSde0lBQ,4.0,1165,9,98,250
3R_AAO0AI3WkR9rti5Rvpg,4.0,1826,20,112,369
d7f08UPNjON0LBnyCMfYCA,3.0,695,11,55,124
wMRx5hvL9_739HYiFLw6Hw,3.5,6823,69,310,1415
NDKkce5Au-o_OhIt5f2ZBg,3.0,12521,102,299,2034
bgTB6MgdVQssXhkNJ7qIfw,4.0,72981,470,1262,13600
dGpmXpNSvVSnfB65UwfDtQ,4.5,6829,65,238,1172
ZBC-1VWUU5WpKlPokxJZZg,3.0,78,3,6,8
5-pCgZuFz1ru54RHAfSvsw,4.0,1651,13,120,299
e9zlvyz1yyOsq2HUl9jtGA,4.5,3813,21,185,742
pHrRBFkX2r4onURqyy0mHw,3.5,684,4,56,129
F2bKbtRIfX8fVwNW3g5EVg,3.0,1195,6,86,196
3ibpEbF2-n1nUeJ2gQBQFg,3.5,247,5,17,26
ELst29wwfiIddhZ16MkOrA,3.5,445,3,23,53
3OB5gQqibKGTzx9R1w7wKQ,4.5,67548,499,1089,12496
LaUwJQL7M4WA9dXc_sYPtg,2.0,835,8,33,138
JJg_QP3V16k5pQwhQg2oPQ,4.0,980,9,173,270
YrUSzn3mh5croAXg9zKMGA,3.0,637,5,62,128
Z7BnsxDCsWPLTGI5gBArpg,3.5,390,5,19,49
dnN_tOhXC10km8Vuv1Ac0A,2.5,3137,9,134,471
_SWb6l-M_ohosfSmet3e1w,3.0,7759,89,216,1137
OgxpW_ZWDJ53m7s449Ufrg,3.5,12972,94,446,2689
jX2ibRfoHT-lw0Q5_xBzsA,4.0,1644,17,130,321
FoHNVQQbiuY7CV8cc-iFzg,3.5,3171,36,139,471
BoaNFfrGo4UVPmYKeXPP1Q,3.5,None,None,None,None
C43Cd23SLljV-0XJhmk4YQ,3.0,686,6,46,135
VWH8NApJpkp4CsLMmIfYNQ,5.0,532,4,45,88
nQeAnwwJmfoyH8k4kSfqaQ,3.0,11691,87,433,2431
3QhPvyen9kSiAxduT8g3bQ,4.0,5803,59,265,988
zWZ6xiIRjvhvx1gRym-wlQ,4.0,403,4,40,75
cM_Pgssgemse4PefTNnvrw,4.5,253,2,34,45
KPj3-U0TGr-AEGtzQOVaSg,3.5,5771,57,281,1262
H5tAXc4Zk9CRfwgRXCIukQ,3.5,2225,22,122,374
ryvMJK6AlbU35HKrlFT61w,4.0,114714,803,1251,20187
lmH4qoLK6UTn8fHxTscyQQ,2.5,888,6,68,160
vSUWVBPAWFtZT88ff4TEww,3.5,2541,23,95,375
VTyfRdPJS3AVZOWDXIAhyQ,4.0,902,6,92,182
YzsxnL9OpqNYeQfd4TS2YQ,4.0,1501,13,86,226
Pi195u1UJdTnNEsaR2Y7yA,4.0,4589,36,243,792
RW4gRdOqQLrNhNV4lRu1fw,3.5,7502,71,284,1345
e6jRIO6dwoVWptN3kT-S8A,4.0,2190,12,164,400
M7aniatEjSZFFhkkwRI3mA,3.5,5235,58,181,884
KvkUJ1ZFp7GDe9BBmlwf_Q,3.5,6008,60,242,1255
gfpl_GyyY5uj6zJnIdzImQ,3.5,1161,8,87,195
4RAoYgAJESlBy2Zz_uMZ9w,3.5,22459,115,620,3932
9k9HOeMGUO9A_FaX8H7TDg,3.5,5364,41,280,1096
q0PuwC1Qm46RWHE9tmQuQQ,4.0,14028,104,468,2524
_B5RZxl6S3nLVV3j0UoQew,4.5,706,10,113,197
pQPIaCWok_yVzY-0JvfURQ,4.0,1655,27,97,282
jVgtPnzXvZQOCCIUPEBktA,3.5,25999,232,619,5173
xt73UhzigC8qzbcsOw8CJg,4.0,1724,8,69,237
JJFoeKZXgi2_LeECDMkkoQ,4.0,4911,30,228,770
iins67bZVJeDrjiOTZh8DQ,3.5,3556,25,205,769
zMdehlbUF2FqJSqarOsi8A,4.5,1068,6,80,193
_CIodPGuvPP2khYkDk1jKw,4.5,4774,63,193,898
46TCdPSuzX6t4B6ZC3p9CA,4.5,557,6,91,140
Az85N0Z4OKxOAzGdigi1nA,4.0,41681,356,860,7999
YIz1P8-G3mltwyS2fmBnqw,4.5,199,2,32,44
FKHv7FkblONv9qqBndJUrg,3.0,4129,40,132,452
Pn1bHT7jY6Ap1mbd3Gg2Jw,4.5,541,5,90,139
czfJD7GkQ4j1j9QmCeB4lw,1.5,339,3,28,56
1PQNIw4DgWTy_18cH5hVCA,4.0,4091,46,221,882
t7MXIcgrIBLFviNuKT5oSg,4.5,254,4,28,53
kOtuKvPAAPl-w5YHaYNMlA,2.5,767,3,91,182
uG5yrHPZkgP1dlSnmcM8lA,4.0,2698,43,137,530
yk9R3XBW6-zqrS3VIhkLFQ,4.0,2446,23,182,540
lq2iZK7epi23byzcejjqTg,3.0,2723,29,103,425
0vtnR5YzOOoOwg7Ot9tXVg,4.0,868,7,69,189
FY-6BUOsOimg9CFpNFT6lg,3.5,825,13,48,123
kxyoLROlx4ZZj3bWuOC0IA,4.0,983,12,96,149
9fcSfDo_U0q0u2DuOo7FgQ,3.5,8124,53,342,1542
O-Xa9GCFWI65YiBD5Jw_hA,4.5,61653,475,985,10733
8ElUTOE-TB7Q7v_i4HfUWQ,4.5,1316,12,105,264
KX0lAr0yRfcs7DkLRudIcg,2.5,447,3,50,91
ki33_SvM4kPjgA44Re8-zQ,4.0,857,9,80,182
eQZh_YnG36SvA461oOHw_A,4.5,3840,31,208,787
7onAEqbbZChyYdB2nJoQdg,4.0,9585,112,341,1996
8jkfKZJDONEieRXgvEcfag,4.5,914,5,62,147
JtvwIwSl6rXVKacqP8avyw,3.0,10095,85,316,1801
2PZ_gpHB847IA4tfZ-fz2g,3.5,130,3,30,43
iJVZqAGZok2JNID_zGjFpQ,3.0,5889,57,246,1031
lw_wh0xLTKJYXnsIwo0vkQ,5.0,183,5,20,28
jMIuId3VIGhsateF-Wg2zA,2.5,338,3,29,67
JCJcqtpyMebMoBKqCpdPhQ,3.5,346,6,37,65
qYuSoVBS_1i_btLzFefDeg,4.0,896,14,80,185
BItKYpyJNZFMSEs9yh7mJA,3.5,293,3,23,45
SOHp2b8quJEitFeuO58Syw,3.5,4712,32,236,922
IDQbSGU2k1MaLkv-sFN-OQ,2.5,1426,4,61,266
cHBtAzDjkNBrfIDR_4PWQQ,3.5,3085,27,139,509
FV0BkoGOd3Yu_eJnXY15ZA,4.0,66392,486,1374,12867
umd0u_uWftPoIcW7v53z1g,3.0,190,2,32,44
Q2iZ7kT5SpiRir7iommz1g,3.0,4127,32,257,843
3Rm2NlH_9Tp249DqicoeqQ,3.0,912,12,264,343
IdeaZxHXTodHhNtdZk40QQ,2.5,589,7,24,63
dpIPCsPA4puLvPRkqukmDw,3.0,937,10,37,124
hODaBUYzv0AbApej_bfZ-w,3.5,8329,80,331,1279
cF0k2s8qq7c2qT1yBofuyg,3.0,1440,15,101,314
SsTRG0OdPTQ_RJ-lMkL1eA,3.5,1143,12,71,247
WjOz_BVfAkunjIA2yTthyg,4.0,1174,21,64,212
wRzG7Gx-pAM9nTnVVnF2Rg,3.5,4870,34,223,904
wP5849J1DKB2KS3M6UwOAg,3.5,6980,56,131,779
JImJictLIE48_O1z-l2TGw,3.5,5418,39,207,893
NcRGwvp9SX14gAmJhCYIpQ,2.0,135,2,22,33
diL_xjhgiG607ux1nC0xaA,3.5,7135,63,230,1197
FrKvNNMrAh3cENZdb2vqNQ,3.5,1130,11,173,284
jI3vAkTVqyOMN0OSABIe0Q,3.5,2888,28,135,530
1xu5wFd0TeBg6xNBiRtknw,4.0,3527,22,162,564
dm4thvdDU9MKk8sbo6WuBg,3.0,881,10,68,166
xuITVCoB3gj4S8jHvTvvsA,3.5,1361,8,85,249
JS2lVUj8dVwx5ludlpHRPw,4.0,3916,27,210,677
ARpPb7Mx4VQ5lFVkhDy7fQ,2.5,1832,14,71,341
v1ocqAm5soWTNPttLQhSZw,3.5,5006,55,228,981
N80E9zoWEpHhi4kH2eKAsw,4.0,3340,31,134,433
JIDomCi5MbWGcKPtknFZvg,4.5,1784,23,73,316
-1bOb2izeJBZjHC7NWxiPA,4.0,7313,84,289,1316
8xvnIG6zg2cA-thJJ5NW8A,3.0,585,6,26,42
qPVbOCS8IYiTmZZeEHy2oA,3.0,566,5,109,161
d9JDpGG6Rowq7L4FWBI86A,4.5,99,2,7,11
T795wfMBGCxsTYif-juSrA,4.5,459,5,30,61
WQc22qucCCtOytbx5CHqbw,3.0,2301,18,185,505
_TMU3CFI_JivbU0ucjC5CQ,3.5,643,6,81,117
8pc0HwU85IxFynFFdM7vrQ,3.5,2081,26,115,350
hnOGdF42m6Cwuuh5iuaXbA,2.5,6318,56,240,1029
YOUrmCyxYlWFhc1Fph6s1w,3.5,3850,26,192,692
AMOsu5HyvZtWprcPETSeXA,3.5,477,4,139,176
-bM4iAhg0-fgDFFC0FipNA,3.0,3576,27,125,579
2D7amHyeakOVlsSywblMkw,4.0,1345,14,58,191
kJMUMpRfGMZUhjzoz-YvmQ,2.0,232,4,20,34
-Nd5eId2iqnFvAMNgRBgpA,4.0,7881,108,254,1565
qS1e8z6XXjN2IewBAfq5_g,3.5,4682,54,240,941
NfqpZfnX1HNVI-olWzNxTg,4.5,157,3,24,36
nlFlIeziD-4nNUF2B337Yw,4.5,33840,220,691,6516
-vaGR2CXNS4NZrMdctSkGA,4.0,4765,33,222,961
onv6-u283dEMVkFeAixYtw,3.0,306,3,23,43
A5PD0oy5R1TpIo8JtY3f3A,3.5,9057,88,344,1787
Gksvfg_cpOhqTeh6WA1N8g,4.0,573,6,54,105
vhxrgY24WnjOQAL8QYmKpg,3.5,505,6,28,85
3Onaz69D-ygoTsWROE1u3Q,2.5,1380,20,83,245
HRfPt0972vn7c_LfLqcR5Q,4.5,2919,20,160,483
nW8z5yrUmPekUzdqJ0-OPA,4.0,13359,105,532,3072
c0-q98sX3AEsiYKSVIukyQ,3.5,5918,54,200,887
BV8_BpJaWpU_HjjLiYZX-Q,3.0,5706,60,248,1129
vJ_mfmsWhFJBVNztbk003g,4.5,1456,9,91,286
WtVCz41UwY93oLCBI8mPBQ,4.0,3619,30,184,635
qNoNkF1yJctEs3t40VkX4w,4.0,29942,273,650,5840
_65BG8jLwJJYihHqPkGH_w,3.0,729,7,47,129
O3PnM1fH8vqDpk-kzYqh5A,4.5,2984,29,100,347
rfAifR-peeyLh3-deq-G4A,4.5,403,6,23,49
hAgtic2abji61215w8_OVw,3.5,18328,139,446,2562
CIFzkoR07SZTQwgmag2kVQ,5.0,316,4,35,58
aGOZvwtoY1yYnPgxM3HrLw,4.0,615,4,47,119
mZBCQ9l6XKjyHi14mPjZFQ,3.0,1903,28,86,333
IqRNPvXvbUbxvfgC6cj6gg,3.0,995,12,53,159
8zdeaK3PWDsr5Kq4UOuNSw,4.0,39522,337,890,7511
_5qkBSljHlRo5B9GQLDp3w,3.5,156,4,9,20
WjUbSGtEShwpXZQFiEtD-w,3.5,3549,38,173,669
Ag4g3sQynrz-SMe1dcyF5g,4.0,1009,5,67,143
HQSbnP7ZDVSHe-yNTQiI8Q,5.0,1506,14,148,324
dnXO1d3LzkzTbQ4WDdmPJg,2.0,212,4,18,24
GHjhzsmGO9LhljiYqRq2rQ,4.0,819,8,63,148
fd0iSXEhwz-foQdS8SCKYA,3.0,7726,66,338,1384
wtTeBuOoKI54G_E7d5mbeg,4.5,417,3,56,70
sQk1LWzdEfzxEcGdf9cv0A,3.0,404,3,49,93
FFY93twOn0jnkMQBp-QV-g,4.0,253,3,99,118
7ITniQpQnpzm47FzN6V4EA,3.0,7155,59,285,1290
HU5dMgXWR7kvbLfNdy8bew,4.5,5065,68,221,1048
uLbr9xXGlB0PkwQMZgGCNA,3.0,12831,108,375,2815
jh1Ta5U4fk7OQ3AZVo9ihQ,3.0,1227,8,56,172
OKl4Qdg_zAwpQMhshD_0Zg,3.0,11130,74,484,2365
vxC3YTLOeGJwrnHcep63FQ,2.5,497,7,34,59
73kQzVMMVDxmR11VkjprUA,2.5,2308,27,112,430
a1DUyywLu4EoGRHPihdZoA,4.5,263,3,23,35
UCQmb-6o-fT-hkWvBhAkdw,3.5,7194,54,351,1404
PuHucejs4LG3hSXnrwi9-g,4.0,5845,39,311,1072
PthyjS0jCZITwoQgOrdoqA,5.0,332,4,30,62
RhqrOvy6Zr8vn5pJ9PkF1A,3.5,27128,222,812,5561
kIoT-cofPtnlNvcx5DM0BQ,4.5,None,None,None,None
quNvbRN4_-OhAfVtGHjQ8Q,4.0,7811,65,594,1642
jKtlmVwJiILyVUIW87E1hw,4.0,6851,38,340,1217
sbjb1qNUcqQomJvcgPuJCg,4.0,20214,157,534,3870
9AbyBqGWHYZC73GlyAuTrQ,4.0,24930,187,712,4608
PrIU_mB8vhcIfQj5T1XBfg,3.5,5066,48,241,892
M0UqoJlAUzKx6dW2CT8d8w,4.0,191,3,20,28
mFBBtUrWMqikBS-Jn-RiIw,4.5,18440,152,590,3601
LKC5JBTHlt105vaDeeZinA,3.5,1074,6,47,140
ke4Z0EyWNoapfLnXEvheVw,4.0,31769,296,555,5491
zORdAIouXrGO1yU4sIMweg,4.0,29548,258,777,5311
YOrKbBFKRFqUjMwNJke2WQ,3.5,288,5,30,55
YBftkbXRwi-CB6zlAAk5DA,3.0,4321,30,225,865
QXou2_cNNSGNqpIUBikQOg,4.5,148,2,48,56
2valrZLZWYz62Vd2vgLF_w,4.0,1079,7,87,176
xkf923jszKh7RkQy7VulxQ,4.0,3702,37,186,605
JSURpnFu8jy4etZ_My4Erw,3.0,6160,61,180,981
NBwPgX7L2D-EZedgo3A-pw,3.5,5858,42,281,1287
DuCPBzMB94x2n8x1v8uX2A,4.0,2739,29,174,571
08eBj_o6oTncJR0ylM8qSg,4.0,827,9,63,159
XorWmUx7OVOdZb60Gui7jA,4.5,559,10,109,153
IVBp-lRZMliHsS2q0c8ZEA,4.5,12774,109,383,2303
fptfXY6rnWNrQQ7xO4eDCg,4.0,2391,15,186,416
RQe1UP_PZ0vdmg9oCYFKqQ,2.5,2203,23,79,369
jj-K19oswZARMwCQK-b37A,4.0,5415,58,274,1197
4wcDUnb2y2fW8sSzFd8EaQ,1.5,3558,28,125,569
RjezrrbIOfkxz7-AHrh7iQ,3.5,751,7,67,165
EqA_0-n-OFg86hdyYm65rw,2.5,3704,28,202,653
lDxRfwppdtRPixGb94M4LA,4.0,1168,9,77,166
XPLru2l5Dkk7hTtUFZOVEQ,3.0,878,3,84,164
C2BferG4f-WQJQuTvyRzlA,3.5,5146,45,201,731
nDdsCw5YkVXPmMQhp9iAvQ,4.0,438,4,55,110
4ekebF5aRXdIFeHkDggixg,4.0,4037,44,200,768
SMQb2VoExY5NPqHXN7fQUA,3.0,359,3,27,81
YqDzCl6uVNJ3vhJm9yQEcw,2.5,2108,14,147,415
vjODOcbcQFw1l25SykOX8Q,2.5,2228,21,111,403
ivKQXW61dlcgoOGzN63S7A,3.5,3662,20,174,549
lF23HE7lx89igIxvFN2Alw,3.5,1032,7,61,169
Zk584MLn3STVm1ZXpABSmA,2.5,641,11,63,138
GUffi7bnIY0kG8dHKDLPkg,4.5,1193,6,85,209
POIEvBUafDX610SBKwK2sA,3.5,10714,129,320,1969
4oBF6f3NiCYF5VYd8WaELw,3.0,4255,47,189,740
pnJkSr_quDm_alldXdvMCw,3.5,548,6,57,108
IblEAPlN6dfkJb1pvgRrJg,4.0,4163,30,214,921
7vs3ealcrQfPH8xYgAek2A,4.0,1333,18,128,356
XeYXXSN0cv8-YiqG3ozDZQ,4.0,2090,28,136,418
Bmyd-S_ufTU8MbF4Ry2sbA,4.0,333,3,33,70
Y9e3DMJexlctd9pAudL-5A,2.0,1960,19,69,332
unXHmjewHGeWQwJr74Sy9g,3.0,917,11,80,183
A8Khz3eeqIFFGaXurg3hxw,4.0,8445,99,141,751
4h7Fz2FeBu_KAx5FnFQ-Tg,3.5,338,6,16,51
yRE7ejY68bYBYvDxp1zXMg,4.5,2457,24,156,559
WgAG5p6oSKPheFRjbWKdnQ,3.0,701,10,55,132
q_7HCj-P5B_mepvTTgq7Kw,5.0,297,3,34,59
teuV97i82bhr5MaBj6rwyg,3.0,255,5,17,40
AYbUb5UcAngroJ6uJG7tLQ,4.5,41601,238,795,7633
DAIBZ-I6i5wEUsxEolzXBA,4.5,3670,55,135,580
OAyA2ogCSAn8UHcI9UuQ_w,4.0,3064,30,182,538
NDHhzgMrTzr_38md_R5WKw,3.5,6082,53,256,1127
SwIE90OE0A4ztIu1sFOz3A,3.0,2027,13,97,332
vkQDObdBffLtHxJ_s8rgOQ,3.0,1377,11,73,175
1HbKFWG5QKzYkuNxig6H7w,4.0,13108,154,412,2514
W1Fop9T-u4RGuF36DtZ6ng,4.5,807,12,90,154
ZPDXRL9b5sIl-84p6AdNAA,3.5,698,3,70,153
rKD-phI46Uc-sQ14lv258w,4.0,410,7,33,79
q1fSEJAq8xWkJR2w1fYOnA,4.0,997,11,97,247
PPdG4kk4TZS5l6y3rbWcjw,4.5,3075,39,152,598
gwrFXlSudWuA-zxZeE5svA,3.5,3038,31,161,559
fYcgoaF_A1AYdfiybiv8cA,4.5,2463,28,143,459
s2lCXuJ3fUWf5Itf9QnrMQ,3.5,9503,85,278,1546
lkEGzvHiURrlzB9ZsJNi5w,4.5,1696,12,138,331
L9UYbtAUOcfTgZFimehlXw,4.0,81101,691,1181,14180
VpROZEK7rn9jXP_cfzLM6g,3.5,124,5,14,17
CC8Gn5h28utxP8i9zGorKQ,4.0,1832,20,113,369
7lp13T_FUmX1XjU2wen_qw,4.0,13675,86,528,2427
nvKJkUIkGGtPiX6FSH8g7Q,3.0,265,4,31,59
ao9QoUXxxXJenr2Q1pYjAQ,5.0,1897,15,140,383
jbToVT09cmHMfxCITDBGIQ,3.5,13312,128,418,2739
8jCaPSCw_2VewvPPHPQQcg,3.0,5061,51,245,894
nDOUaDzqY-uwuEcZ-YzWWA,3.0,298,4,21,33
BWRU1OGnkjQvqSDvrR1FnQ,3.0,140,4,12,17
G6RMzMz95RAmsxYZ0AsS6Q,2.0,671,3,56,114
IP_1LeKBGA5HYzNQrGqJGQ,4.5,1801,18,119,363
YQvg0JCGRFUkb6reMMf3Iw,4.0,60126,467,918,10055
90upndp71FwHEET43vx80Q,3.5,8025,76,314,1724
c1rPO_kAjEfsEWYM6ucLQg,3.0,479,7,52,100
VfBlocjjBZUAjwuIup-QZA,3.0,5388,34,294,925
ttsxQ4P_jEqKLxwkLUI8_w,3.0,927,7,54,135
iDvGxQiJegcYlf0vJxZV-w,4.5,320,4,39,71
lHRc-t5EmkY9ejWixFyiDQ,3.5,3507,42,172,714
arqTt6XNdl3XJbTGm215OA,3.0,415,9,32,70
Q3QeCuNBTEQSqhmIaom8vg,3.5,4120,47,149,649
DLOr9MYltjcu8X5kwDJgnQ,3.5,6524,69,237,1142
gUqxCCaYeo2NPnvdD4KSxg,4.0,831,6,83,174
5EWVJZd9cSAMwkrwgOFd6Q,4.0,1786,8,143,401
pwjg5ZKA8JOswwW_INw9OA,3.5,2051,15,109,375
_TrH0m2TleO0pz46rjGSzQ,3.5,504,10,79,155
o8fTSsBLOSqTUh7RhGRYUg,4.0,1337,8,93,285
0BVxe-S5aZMa0GgIYqDmHQ,4.0,153,5,10,13
ojlQtj_2W24-IZGqkBVsmg,2.0,769,8,42,128
p2nJVL3b1KCiRHqZvN_f5g,3.5,306,3,35,65
k6VudAy2OTZgy66ZfUNz6w,3.5,16107,106,466,3455
ptIRdaZlXxuVJTiJDFJCIw,2.5,4840,42,155,919
VOoqJ-Q402FUocygKMVIVA,4.0,1833,12,123,358
fCtJLhCiCNx6r_Ly9t6dCg,3.5,1283,8,74,190
M-eAou5siImNKoxxcSEX-g,3.0,668,7,35,70
kvQ2riK7acx0HGNKRsbang,3.0,3069,20,167,610
MvXsT-LOm03BovfpeGoq9w,4.5,3687,16,226,694
x42C5j84k0Y4H20fcJwbRQ,4.0,9352,106,274,1738
XxhYW_KQwQk7As-2sVelhQ,4.5,3218,23,167,625
T9kgaQA5N8SY2g9mTY9adQ,3.0,2396,17,130,394
FAwJNn9D5rcJBYRPzChfAA,1.5,446,3,41,77
rAb_wfdKKPPbcIysjYcW4A,4.0,595,7,44,89
sxRI0je6hAR-MeBDxdyhug,2.5,41625,339,663,6079
bsurBnPwOHcz8ATxzgxcEA,4.5,8115,75,331,1609
OVU0pQ85Zf74OVgDyPFvGQ,4.0,33478,285,540,6217
1hqvPXcoXiewmALiVtzmnw,3.0,235,3,34,67
d_gczuhu8T-J0CT9JMb5PA,3.5,7750,62,174,809
Xa1kaKuPXjKIgJMTXFhJWQ,3.0,328,4,22,60
SKw1Ipv4301UYOSnzx_vGg,3.5,2993,34,190,682
I3KRHQvoLB6O_MZ2-UpynQ,3.0,2319,21,127,411
11TesR4KkvWZaTHaVINe2w,3.5,3527,25,149,678
paF7fjuCWbqg7pjwSWnMkA,3.5,16868,162,469,3357
oa235g5FqDKoyjD_Jwq1CQ,3.5,270,4,15,34
Ya32d6teotnIPrpFfiPxQA,3.5,380,6,33,52
qCg90xkk0VgdNF6IirZEPA,3.0,1360,15,105,292
lQSMn_SAIy5aBEKkqRtVYw,4.5,1420,21,90,240
3BM0IrC7neCttDhM08lYAQ,3.0,4487,50,341,942
T8IP3Ns3cZCgdyPqt18Cbw,2.5,12940,94,330,1908
6mgbxYVBCFB7cWx-cy5yLw,4.0,1866,13,146,327
IFwOI7zFph0iwPl-pkyL_g,3.5,8281,39,267,1235
x1KYtHYbYJul4ATVTb7-Mw,3.0,1179,12,178,256
ViCyCbRJu6tvzLutn4szGQ,4.5,8725,44,184,967
nU347OP_4DjBc8WLKU_J-g,3.5,38731,229,754,6964
XjeKDsWp5ZzU5eFUDrgR8w,3.0,2491,40,98,400
NNSDXtjgNUNAgQH99R0yWw,3.0,1064,10,58,173
wrkErbl0Pi4mszqdqQ8_8g,3.5,4184,39,152,577
JcttlqJIusjo82_pxpz6oQ,3.5,12987,107,444,2453
2-T_D2lIL5Ub2G_U2crtrQ,4.0,12948,113,444,2596
Po3kpjcdRfLgtMUhmoK9Aw,4.0,13778,133,443,2984
_ZR4CE9JwB42By5R7qVi2g,2.5,356,4,51,74
QC18oZ4atjW1vtZo71ohxw,4.5,8646,98,336,1818
o6K1dLoVm6g9ThxQTd15hw,3.0,1256,11,114,245
_LjNO1X-jFr_HWSfnkTP_Q,3.5,8674,79,428,1929
fDRT5XOMHgnyrYVmN8dWlw,2.5,1673,13,123,333
fKEwqLzYhcW9pt1rMpfK2A,3.5,None,None,None,None
XguGFMUSEMz4wx_2G-otyA,4.0,4562,47,197,878
R0NZF7JmXWGTdu7EX-CAKA,4.0,319,4,26,47
_1qRvGFwQdVmJkuSaO0MjA,4.0,443,4,73,114
2WxwgDMKm8XW6grbuMsDwg,2.5,1059,13,60,175
rmna5Vh8PnfHsmwx1p4GYg,4.0,1549,18,83,274
dvQxsFICv2HFMmQX8yI55w,4.0,2351,23,137,462
jVzSXroGCuEBCa9V4_NNtQ,3.0,6378,56,170,810
40sr9NKRHykb6a0oWP02ug,3.5,2032,9,109,293
tqfMTmIZuURut8PkaCrlLw,3.0,4796,42,226,879
62blpBD1S48zNWQ_onM73w,3.5,4863,42,509,954
XyzeDWbgdZykjflVSK0KPQ,3.5,859,13,70,183
90I-o3i_sulkzOkFXwUKQA,3.0,1409,6,70,222
fiq9z9dR9dBGjA6wGXFYoA,3.5,3561,21,230,709
JRhbdbjWYsK0s3q2waoULw,2.5,630,6,39,104
jMuL6rhpAMlZUjxCRhoszg,3.5,8327,65,400,1687
er1Ng8wxlwaWnzFAKttukQ,3.0,708,12,48,103
60Wtqd_z2vWqeTNv8m6u3Q,2.5,1460,12,197,392
tsRvkXctd4Aw-5tpXpFH6Q,3.5,9040,64,363,1658
acOg_-6cXS-Lp08Ru39xeA,4.0,540,7,59,121
-appMO8r0lE0clUwl5b_HA,4.0,2548,19,165,457
PbU5sHd2KziM-LZ5dU6sFQ,2.0,1929,21,59,214
1Ep5GrhzLlU863gTMyPvng,3.0,345,3,61,103
EfmR4e1tmjC5_ZQOgfnYrg,4.5,13875,118,375,2424
IEa3NRZ_TvJA7dCP-P6SFg,3.0,2555,21,108,414
Zq_gD2QmsSN_plU90MQzNQ,4.0,382,4,59,84
Fr9OoqQplP76DsntQ-2ufg,3.5,23539,199,651,5579
g8DDgeadYPdtGfkszQ60iQ,3.5,316,4,38,60
2WYBbV-VCKcnFemxWDZH_w,4.5,2233,32,141,411
UKNAZDpXLkiNB4XcsdlEJQ,4.0,4188,27,113,461
FfpqjCdslxLQqeLoT4ws9w,3.5,403,5,28,50
y-hCSgYyhW1qRkZVVg2QYA,5.0,2730,8,184,537
rOVEvIMMA0f7-PakoMtjtA,3.0,216,2,55,56
sEy-T1JcWDPy7nJBVWDpaw,3.5,1318,11,100,244
4OHAM_ZVrD4xsQL7dJKy6Q,4.0,6873,74,343,1379
rShH5QdbqHP6lu0AkChBCw,2.5,541,4,71,106
pa_Ft6pLLWo-w_iopBsu0g,4.0,571,5,61,120
dD8m0vYjUZbzLBDgbcnU2Q,4.0,1288,23,53,171
mFKth0ZgYFvj8srrW1Xv2g,4.0,4694,49,216,885
11EgWgfvmtToc2lg3DFo4A,2.5,3816,28,169,606
UuBlHg1Mk0jonBSQPHfD0w,4.0,4839,34,253,964
NTfUFk8GyOLL1uPbEO-pVg,4.0,22096,194,757,4356
5j42VVdxGvMutcS44ZlWaw,3.5,3246,28,158,574
3yngAIX96guuZeZ3wbpGdQ,3.5,1365,18,109,291
Unk6ToZjPfHBPWiGOwqVeA,4.0,306,8,28,52
2bdKR3l4o-S1CscLqqnvVw,4.0,18367,176,495,3865
JokKtdXU7zXHcr20Lrk29A,4.5,123479,1171,1191,18370
71tH8oBr-cBFxcsemfrVvg,4.0,1159,17,72,209
1TnTa9GtHKcUc48TdEQHKw,4.5,106,1,15,18
n6iMTXH5rTBeQyDMJzmnkw,4.0,1773,19,118,331
P9JYzGyz5FOmxnwith5yEg,3.5,377,3,22,35
U7UZzI46lSHblzcckkJCyQ,3.0,2569,26,64,247
AbTUfq23e0eTTDE5bDn57Q,4.0,17802,163,1117,4112
srph8tkHhSzNIWtjiselAQ,3.5,220,4,35,38
ZhFdqX3J52c9WQtlDmdzAA,4.5,588,5,34,85
atyhHJJbB0c29wTrkIIIxA,3.0,10686,87,263,1520
nhToFLPoqNixNbRK4-xFQg,3.5,21970,201,585,5014
ZcqPdNauzOR1BGSVSAocVQ,2.5,2312,24,104,388
SsTxjxo8qvqBMvan1rzNzg,4.0,133291,1237,1439,19293
j1fmJ7nZBZkj25KEznQbjg,2.5,241,3,41,67
j4QUDNkxNLRMeOa9oBV9FA,3.5,398,5,40,84
1wCyM-brDWQNxrJajO7QXw,3.0,346,6,25,62
ln9h7xsY_PbXQWeZk8EUcg,4.0,2347,25,383,606
r3KPqSZsr3ZL21NMbnAwWQ,3.0,1975,17,59,219
r0ZUI-S2v28QHY1Nrvu-EQ,3.5,494,5,47,93
g90MD0-54L49vi9I0F-0vQ,4.5,1565,19,108,273
wX5HgfD1i1HYU7T6JZvh1Q,3.0,827,10,69,152
0Jm4RIxcfipZkl8KeZQVrw,3.0,349,3,23,48
UAATzhTdfd43S8F0SwXDcw,3.5,1106,14,73,232
IQeaBecgtJ8nuv7X0mQuzw,4.0,3135,26,179,663
wzuIHNOJrxSwfhKt-wV1TA,4.0,4481,60,215,908
9muzkVmjvBftSV5CLhYaJg,4.0,588,4,68,143
4FBHwaMtMQ_x8RQoI2T-jw,3.0,373,8,33,68
noKQwODkAAXMkAVWsUxZdg,3.5,1223,7,87,221
aZFihxH7QGWeIXw8uw_xDg,2.5,1608,18,63,219
